membership_id,privilege_id,role_id,effective_start_date,effective_end_date
300000139173304,300000139137567,300000139135148,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173305,300000139140596,300000139135148,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173306,300000139142504,300000139131273,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173307,300000139139350,300000139131273,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173308,300000139142540,300000139131273,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173309,300000139139594,300000139131273,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173310,300000139142825,300000139127353,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173311,300000139140548,300000139127353,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173312,300000139138443,300000139127353,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173313,300000139138425,300000139127353,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173314,300000139137116,300000139127353,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170560,300000139137480,300000139134916,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170561,300000139140636,300000139134916,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170562,300000139143153,300000139134916,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170563,300000139141850,300000139134916,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170564,300000139139993,300000139134916,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170565,300000139139611,300000139134916,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170566,300000139140005,300000139134916,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170567,300000139139439,300000139134916,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170568,300000139140519,300000139134916,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170569,300000139142942,300000139134916,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170570,300000139139315,300000139134916,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170571,300000139138346,300000139134916,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170572,300000139141838,300000139134916,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170573,300000139139808,300000139134916,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170574,300000139139110,300000139134916,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170575,300000139140493,300000139134916,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170576,300000139136800,300000139134916,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170577,300000139137781,300000139134916,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170578,300000139138548,300000139134916,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170579,300000139139910,300000139134916,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170580,300000139140158,300000139134916,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170581,300000139139146,300000139130989,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170582,300000139138965,300000139130989,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170583,300000139138568,300000139130989,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170584,300000139140328,300000139132945,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170585,300000139140737,300000139127068,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170586,300000139138391,300000139127068,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170587,300000139143153,300000139127068,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170588,300000139139611,300000139127068,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170589,300000139140005,300000139127068,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170590,300000139141838,300000139127068,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170591,300000139141067,300000139127068,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170592,300000139139110,300000139127068,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170593,300000139140389,300000139127068,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170594,300000139137016,300000139127068,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170595,300000139136800,300000139127068,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170596,300000139141347,300000139127068,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170597,300000139137781,300000139127068,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170598,300000139142988,300000139127068,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170599,300000139142632,300000139127068,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170600,300000139141039,300000139127068,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170601,300000139140636,300000139127068,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170602,300000139141850,300000139127068,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170603,300000139139993,300000139127068,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170604,300000139139038,300000139127068,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170605,300000139140519,300000139127068,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170606,300000139139315,300000139127068,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170607,300000139138059,300000139127068,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170608,300000139138346,300000139127068,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170609,300000139139808,300000139127068,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170610,300000139138807,300000139127068,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139170611,300000139137502,300000139127068,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171749,300000139139051,300000139134980,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171750,300000139141810,300000139134981,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171751,300000139142987,300000139134981,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171752,300000139139982,300000139134981,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171753,300000139140844,300000139134981,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171754,300000139138390,300000139134981,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171755,300000139137542,300000139134981,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171756,300000139137888,300000139134981,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171757,300000139138256,300000139134981,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171758,300000139142498,300000139131086,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171759,300000139137245,300000139131087,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171760,300000139139987,300000139131087,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171761,300000139138859,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171762,300000139138257,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171763,300000139138212,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171764,300000139142952,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171765,300000139139351,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171766,300000139136794,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171767,300000139138659,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171768,300000139138165,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171769,300000139139700,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171770,300000139141583,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171771,300000139137967,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171772,300000139139444,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171773,300000139137271,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171774,300000139139259,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171775,300000139143063,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171776,300000139142495,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171777,300000139137866,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171778,300000139138585,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171779,300000139142361,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171780,300000139141899,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171781,300000139141377,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171782,300000139142747,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171783,300000139142257,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171784,300000139138426,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171785,300000139138544,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171786,300000139141228,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171787,300000139141049,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171788,300000139141433,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171789,300000139139455,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171790,300000139139217,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171791,300000139138781,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171792,300000139141439,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171793,300000139139100,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171794,300000139142411,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171795,300000139137528,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171796,300000139137033,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171797,300000139142625,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171798,300000139142574,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171799,300000139137779,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139171800,300000139137335,300000139127170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172488,300000139139666,300000139131170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172489,300000139138736,300000139131170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172490,300000139138895,300000139131170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172491,300000139141483,300000139131170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172492,300000139139146,300000139131170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172493,300000139138965,300000139131170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172494,300000139142748,300000139131170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172495,300000139138568,300000139131170,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172496,300000139142750,300000139133102,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172497,300000139136882,300000139133102,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172498,300000139138798,300000139133102,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172499,300000139141853,300000139135065,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172500,300000139137915,300000139135065,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172501,300000139138905,300000139135066,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172502,300000139139307,300000139135066,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172503,300000139139865,300000139133107,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172504,300000139137176,300000139133107,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172505,300000139137898,300000139133107,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172506,300000139138111,300000139127250,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172507,300000139140026,300000139127250,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172508,300000139142734,300000139127250,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172509,300000139139187,300000139127250,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172510,300000139140027,300000139127250,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172511,300000139142344,300000139127250,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172512,300000139137304,300000139127250,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172513,300000139136896,300000139127250,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172514,300000139137741,300000139127250,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172515,300000139141407,300000139127250,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172516,300000139137665,300000139127250,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172517,300000139141354,300000139127250,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172518,300000139138116,300000139127250,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172519,300000139141149,300000139127250,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172520,300000139141624,300000139127250,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172521,300000139142652,300000139127250,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172522,300000139140274,300000139127250,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172523,300000139139685,300000139127250,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172524,300000139138290,300000139127250,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172525,300000139139509,300000139127250,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172526,300000139138590,300000139127250,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172527,300000139138873,300000139131177,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172528,300000139142836,300000139133108,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172529,300000139138806,300000139133108,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172530,300000139140936,300000139133108,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172531,300000139142552,300000139133108,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172532,300000139136923,300000139133108,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172533,300000139141242,300000139133108,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172534,300000139142494,300000139127251,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172535,300000139142197,300000139127251,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172536,300000139137605,300000139127251,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172537,300000139136941,300000139127251,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172538,300000139142237,300000139131178,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139172539,300000139138950,300000139131178,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173315,300000139137438,300000139127353,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173316,300000139141362,300000139127353,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173317,300000139142389,300000139127353,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173318,300000139139342,300000139127353,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173319,300000139141547,300000139127353,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173320,300000139138612,300000139127353,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173321,300000139139225,300000139133202,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173322,300000139141477,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173323,300000139139536,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173324,300000139142387,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173325,300000139138976,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173326,300000139141783,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173327,300000139142649,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173328,300000139139395,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173329,300000139140410,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173330,300000139141626,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173331,300000139136846,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173332,300000139140509,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173333,300000139140317,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173334,300000139142605,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173335,300000139142800,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173336,300000139137916,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173337,300000139142913,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173338,300000139139309,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173339,300000139142852,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173340,300000139140324,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173341,300000139137573,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173342,300000139136807,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173343,300000139137719,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173344,300000139138127,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173345,300000139138272,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173346,300000139140328,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173347,300000139139093,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173348,300000139142663,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173349,300000139143074,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173350,300000139142499,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173351,300000139139651,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173352,300000139139557,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173353,300000139142048,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173354,300000139141906,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173355,300000139141283,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173356,300000139137322,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173357,300000139139762,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173358,300000139139218,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173359,300000139141509,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173360,300000139138437,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173361,300000139137389,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173362,300000139137587,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
300000139173363,300000139143026,300000139131280,1970-01-01T00:00:00.000+00:00,2025-03-13T04:59:51.000+00:00
